date,commodity,price
2024-05-20,BAWANG BOMBAY,50667.0
2024-05-20,BAWANG MERAH Lokal,52667.0
2024-05-20,BAWANG PUTIH HONAN,40000.0
2024-05-20,BERAS MEDIUM Matahari,15000.0
2024-05-20,BERAS MEDIUM Sendok,15000.0
2024-05-20,BERAS PREMIUM 118/AAA,15400.0
2024-05-20,BERAS PREMIUM RM,15400.0
2024-05-20,CABE MERAH Besar,59333.0
2024-05-20,CABE MERAH Keriting,59333.0
2024-05-20,CABE RAWIT Hijau,55000.0
2024-05-20,CABE RAWIT Merah,45333.0
2024-05-20,DAGING Daging Ayam Broiler (Bersih),28000.0
2024-05-20,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-20,DAGING Daging Sapi Paha Depan,130000.0
2024-05-20,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-20,DAGING Daging Sapi Tetelan,83333.0
2024-05-20,GARAM BERYODIUM Halus,10000.0
2024-05-20,GULA PASIR CURAH Curah,17667.0
2024-05-20,GULA PASIR CURAH PSM,19000.0
2024-05-20,IKAN ASIN TERI,80000.0
2024-05-20,IKAN SEGAR Kembung,30000.0
2024-05-20,IKAN SEGAR Tongkol,21667.0
2024-05-20,JERUK LOKAL,27000.0
2024-05-20,KACANG KEDELAI Impor,15667.0
2024-05-20,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-20,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-20,KETELA POHON,3500.0
2024-05-20,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-20,MINYAK GORENG Fortune,17000.0
2024-05-20,MINYAK GORENG Minyak Kita,14000.0
2024-05-20,PISANG AMBON,10667.0
2024-05-20,SUSU BUBUK Dancow Vanila,54667.0
2024-05-20,SUSU BUBUK SGM Vanila,45000.0
2024-05-20,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-20,TAHU PUTIH,16000.0
2024-05-20,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-20,TELUR  Telur Ayam Kampung,91000.0
2024-05-20,TEMPE,11833.0
2024-05-20,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-20,UDANG BASAH UK. SEDANG,88333.0
2024-05-21,BAWANG BOMBAY,50667.0
2024-05-21,BAWANG MERAH Lokal,54667.0
2024-05-21,BAWANG PUTIH HONAN,40000.0
2024-05-21,BERAS MEDIUM Matahari,15000.0
2024-05-21,BERAS MEDIUM Sendok,15000.0
2024-05-21,BERAS PREMIUM 118/AAA,15400.0
2024-05-21,BERAS PREMIUM RM,15400.0
2024-05-21,CABE MERAH Besar,58667.0
2024-05-21,CABE MERAH Keriting,58667.0
2024-05-21,CABE RAWIT Hijau,53333.0
2024-05-21,CABE RAWIT Merah,45333.0
2024-05-21,DAGING Daging Ayam Broiler (Bersih),28000.0
2024-05-21,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-21,DAGING Daging Sapi Paha Depan,130000.0
2024-05-21,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-21,DAGING Daging Sapi Tetelan,83333.0
2024-05-21,GARAM BERYODIUM Halus,10000.0
2024-05-21,GULA PASIR CURAH Curah,17667.0
2024-05-21,GULA PASIR CURAH PSM,19000.0
2024-05-21,IKAN ASIN TERI,80000.0
2024-05-21,IKAN SEGAR Kembung,30000.0
2024-05-21,IKAN SEGAR Tongkol,22667.0
2024-05-21,JERUK LOKAL,27000.0
2024-05-21,KACANG KEDELAI Impor,15667.0
2024-05-21,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-21,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-21,KETELA POHON,3500.0
2024-05-21,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-21,MINYAK GORENG Fortune,17000.0
2024-05-21,MINYAK GORENG Minyak Kita,14000.0
2024-05-21,PISANG AMBON,10000.0
2024-05-21,SUSU BUBUK Dancow Vanila,54667.0
2024-05-21,SUSU BUBUK SGM Vanila,45000.0
2024-05-21,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-21,TAHU PUTIH,16000.0
2024-05-21,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-21,TELUR  Telur Ayam Kampung,91000.0
2024-05-21,TEMPE,11833.0
2024-05-21,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-21,UDANG BASAH UK. SEDANG,85000.0
2024-05-22,BAWANG BOMBAY,50667.0
2024-05-22,BAWANG MERAH Lokal,52667.0
2024-05-22,BAWANG PUTIH HONAN,40000.0
2024-05-22,BERAS MEDIUM Matahari,15000.0
2024-05-22,BERAS MEDIUM Sendok,15000.0
2024-05-22,BERAS PREMIUM 118/AAA,15400.0
2024-05-22,BERAS PREMIUM RM,15400.0
2024-05-22,CABE MERAH Besar,58000.0
2024-05-22,CABE MERAH Keriting,58000.0
2024-05-22,CABE RAWIT Hijau,53333.0
2024-05-22,CABE RAWIT Merah,48000.0
2024-05-22,DAGING Daging Ayam Broiler (Bersih),28000.0
2024-05-22,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-22,DAGING Daging Sapi Paha Depan,130000.0
2024-05-22,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-22,DAGING Daging Sapi Tetelan,83333.0
2024-05-22,GARAM BERYODIUM Halus,10000.0
2024-05-22,GULA PASIR CURAH Curah,17667.0
2024-05-22,GULA PASIR CURAH PSM,19000.0
2024-05-22,IKAN ASIN TERI,80000.0
2024-05-22,IKAN SEGAR Kembung,30000.0
2024-05-22,IKAN SEGAR Tongkol,25000.0
2024-05-22,JERUK LOKAL,25000.0
2024-05-22,KACANG KEDELAI Impor,15667.0
2024-05-22,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-22,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-22,KETELA POHON,3500.0
2024-05-22,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-22,MINYAK GORENG Fortune,17000.0
2024-05-22,MINYAK GORENG Minyak Kita,14000.0
2024-05-22,PISANG AMBON,10667.0
2024-05-22,SUSU BUBUK Dancow Vanila,54667.0
2024-05-22,SUSU BUBUK SGM Vanila,45000.0
2024-05-22,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-22,TAHU PUTIH,16000.0
2024-05-22,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-22,TELUR  Telur Ayam Kampung,91000.0
2024-05-22,TEMPE,11833.0
2024-05-22,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-22,UDANG BASAH UK. SEDANG,80000.0
2024-05-23,BAWANG BOMBAY,49533.6
2024-05-23,BAWANG MERAH Lokal,52333.6
2024-05-23,BAWANG PUTIH HONAN,40000.0
2024-05-23,BERAS MEDIUM Matahari,15000.0
2024-05-23,BERAS MEDIUM Sendok,15000.0
2024-05-23,BERAS PREMIUM 118/AAA,15200.0
2024-05-23,BERAS PREMIUM RM,15200.0
2024-05-23,CABE MERAH Besar,57466.6
2024-05-23,CABE MERAH Keriting,57466.6
2024-05-23,CABE RAWIT Hijau,53666.4
2024-05-23,CABE RAWIT Merah,47666.6
2024-05-23,DAGING Daging Ayam Broiler (Bersih),28133.4
2024-05-23,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-23,DAGING Daging Sapi Paha Depan,130000.0
2024-05-23,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-23,DAGING Daging Sapi Tetelan,83333.0
2024-05-23,GARAM BERYODIUM Halus,10000.0
2024-05-23,GULA PASIR CURAH Curah,17533.6
2024-05-23,GULA PASIR CURAH PSM,19000.0
2024-05-23,IKAN ASIN TERI,80000.0
2024-05-23,IKAN SEGAR Kembung,29000.0
2024-05-23,IKAN SEGAR Tongkol,24533.4
2024-05-23,JERUK LOKAL,25000.0
2024-05-23,KACANG KEDELAI Impor,15667.0
2024-05-23,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-23,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-23,KETELA POHON,3500.0
2024-05-23,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-23,MINYAK GORENG Fortune,17000.0
2024-05-23,MINYAK GORENG Minyak Kita,14000.0
2024-05-23,PISANG AMBON,10667.0
2024-05-23,SUSU BUBUK Dancow Vanila,54667.0
2024-05-23,SUSU BUBUK SGM Vanila,45000.0
2024-05-23,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-23,TAHU PUTIH,16000.0
2024-05-23,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-23,TELUR  Telur Ayam Kampung,91000.0
2024-05-23,TEMPE,11833.0
2024-05-23,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-23,UDANG BASAH UK. SEDANG,78000.0
2024-05-24,BAWANG BOMBAY,48400.2
2024-05-24,BAWANG MERAH Lokal,52000.2
2024-05-24,BAWANG PUTIH HONAN,40000.0
2024-05-24,BERAS MEDIUM Matahari,15000.0
2024-05-24,BERAS MEDIUM Sendok,15000.0
2024-05-24,BERAS PREMIUM 118/AAA,15000.0
2024-05-24,BERAS PREMIUM RM,15000.0
2024-05-24,CABE MERAH Besar,56933.2
2024-05-24,CABE MERAH Keriting,56933.2
2024-05-24,CABE RAWIT Hijau,53999.8
2024-05-24,CABE RAWIT Merah,47333.2
2024-05-24,DAGING Daging Ayam Broiler (Bersih),28266.8
2024-05-24,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-24,DAGING Daging Sapi Paha Depan,130000.0
2024-05-24,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-24,DAGING Daging Sapi Tetelan,83333.0
2024-05-24,GARAM BERYODIUM Halus,10000.0
2024-05-24,GULA PASIR CURAH Curah,17400.2
2024-05-24,GULA PASIR CURAH PSM,19000.0
2024-05-24,IKAN ASIN TERI,80000.0
2024-05-24,IKAN SEGAR Kembung,28000.0
2024-05-24,IKAN SEGAR Tongkol,24066.8
2024-05-24,JERUK LOKAL,25000.0
2024-05-24,KACANG KEDELAI Impor,15667.0
2024-05-24,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-24,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-24,KETELA POHON,3500.0
2024-05-24,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-24,MINYAK GORENG Fortune,17000.0
2024-05-24,MINYAK GORENG Minyak Kita,14000.0
2024-05-24,PISANG AMBON,10667.0
2024-05-24,SUSU BUBUK Dancow Vanila,54667.0
2024-05-24,SUSU BUBUK SGM Vanila,45000.0
2024-05-24,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-24,TAHU PUTIH,16000.0
2024-05-24,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-24,TELUR  Telur Ayam Kampung,91000.0
2024-05-24,TEMPE,11833.0
2024-05-24,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-24,UDANG BASAH UK. SEDANG,76000.0
2024-05-25,BAWANG BOMBAY,47266.8
2024-05-25,BAWANG MERAH Lokal,51666.8
2024-05-25,BAWANG PUTIH HONAN,40000.0
2024-05-25,BERAS MEDIUM Matahari,15000.0
2024-05-25,BERAS MEDIUM Sendok,15000.0
2024-05-25,BERAS PREMIUM 118/AAA,14800.0
2024-05-25,BERAS PREMIUM RM,14800.0
2024-05-25,CABE MERAH Besar,56399.8
2024-05-25,CABE MERAH Keriting,56399.8
2024-05-25,CABE RAWIT Hijau,54333.2
2024-05-25,CABE RAWIT Merah,46999.8
2024-05-25,DAGING Daging Ayam Broiler (Bersih),28400.2
2024-05-25,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-25,DAGING Daging Sapi Paha Depan,130000.0
2024-05-25,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-25,DAGING Daging Sapi Tetelan,83333.0
2024-05-25,GARAM BERYODIUM Halus,10000.0
2024-05-25,GULA PASIR CURAH Curah,17266.8
2024-05-25,GULA PASIR CURAH PSM,19000.0
2024-05-25,IKAN ASIN TERI,80000.0
2024-05-25,IKAN SEGAR Kembung,27000.0
2024-05-25,IKAN SEGAR Tongkol,23600.2
2024-05-25,JERUK LOKAL,25000.0
2024-05-25,KACANG KEDELAI Impor,15667.0
2024-05-25,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-25,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-25,KETELA POHON,3500.0
2024-05-25,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-25,MINYAK GORENG Fortune,17000.0
2024-05-25,MINYAK GORENG Minyak Kita,14000.0
2024-05-25,PISANG AMBON,10667.0
2024-05-25,SUSU BUBUK Dancow Vanila,54667.0
2024-05-25,SUSU BUBUK SGM Vanila,45000.0
2024-05-25,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-25,TAHU PUTIH,16000.0
2024-05-25,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-25,TELUR  Telur Ayam Kampung,91000.0
2024-05-25,TEMPE,11833.0
2024-05-25,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-25,UDANG BASAH UK. SEDANG,74000.0
2024-05-26,BAWANG BOMBAY,46133.4
2024-05-26,BAWANG MERAH Lokal,51333.4
2024-05-26,BAWANG PUTIH HONAN,40000.0
2024-05-26,BERAS MEDIUM Matahari,15000.0
2024-05-26,BERAS MEDIUM Sendok,15000.0
2024-05-26,BERAS PREMIUM 118/AAA,14600.0
2024-05-26,BERAS PREMIUM RM,14600.0
2024-05-26,CABE MERAH Besar,55866.4
2024-05-26,CABE MERAH Keriting,55866.4
2024-05-26,CABE RAWIT Hijau,54666.6
2024-05-26,CABE RAWIT Merah,46666.4
2024-05-26,DAGING Daging Ayam Broiler (Bersih),28533.6
2024-05-26,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-26,DAGING Daging Sapi Paha Depan,130000.0
2024-05-26,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-26,DAGING Daging Sapi Tetelan,83333.0
2024-05-26,GARAM BERYODIUM Halus,10000.0
2024-05-26,GULA PASIR CURAH Curah,17133.4
2024-05-26,GULA PASIR CURAH PSM,19000.0
2024-05-26,IKAN ASIN TERI,80000.0
2024-05-26,IKAN SEGAR Kembung,26000.0
2024-05-26,IKAN SEGAR Tongkol,23133.6
2024-05-26,JERUK LOKAL,25000.0
2024-05-26,KACANG KEDELAI Impor,15667.0
2024-05-26,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-26,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-26,KETELA POHON,3500.0
2024-05-26,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-26,MINYAK GORENG Fortune,17000.0
2024-05-26,MINYAK GORENG Minyak Kita,14000.0
2024-05-26,PISANG AMBON,10667.0
2024-05-26,SUSU BUBUK Dancow Vanila,54667.0
2024-05-26,SUSU BUBUK SGM Vanila,45000.0
2024-05-26,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-26,TAHU PUTIH,16000.0
2024-05-26,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-26,TELUR  Telur Ayam Kampung,91000.0
2024-05-26,TEMPE,11833.0
2024-05-26,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-26,UDANG BASAH UK. SEDANG,72000.0
2024-05-27,BAWANG BOMBAY,45000.0
2024-05-27,BAWANG MERAH Lokal,51000.0
2024-05-27,BAWANG PUTIH HONAN,40000.0
2024-05-27,BERAS MEDIUM Matahari,15000.0
2024-05-27,BERAS MEDIUM Sendok,15000.0
2024-05-27,BERAS PREMIUM 118/AAA,14400.0
2024-05-27,BERAS PREMIUM RM,14400.0
2024-05-27,CABE MERAH Besar,55333.0
2024-05-27,CABE MERAH Keriting,55333.0
2024-05-27,CABE RAWIT Hijau,55000.0
2024-05-27,CABE RAWIT Merah,46333.0
2024-05-27,DAGING Daging Ayam Broiler (Bersih),28667.0
2024-05-27,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-27,DAGING Daging Sapi Paha Depan,130000.0
2024-05-27,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-27,DAGING Daging Sapi Tetelan,83333.0
2024-05-27,GARAM BERYODIUM Halus,10000.0
2024-05-27,GULA PASIR CURAH Curah,17000.0
2024-05-27,GULA PASIR CURAH PSM,19000.0
2024-05-27,IKAN ASIN TERI,80000.0
2024-05-27,IKAN SEGAR Kembung,25000.0
2024-05-27,IKAN SEGAR Tongkol,22667.0
2024-05-27,JERUK LOKAL,25000.0
2024-05-27,KACANG KEDELAI Impor,15667.0
2024-05-27,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-27,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-27,KETELA POHON,3500.0
2024-05-27,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-27,MINYAK GORENG Fortune,17000.0
2024-05-27,MINYAK GORENG Minyak Kita,14000.0
2024-05-27,PISANG AMBON,10667.0
2024-05-27,SUSU BUBUK Dancow Vanila,54667.0
2024-05-27,SUSU BUBUK SGM Vanila,45000.0
2024-05-27,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-27,TAHU PUTIH,16000.0
2024-05-27,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-27,TELUR  Telur Ayam Kampung,91000.0
2024-05-27,TEMPE,11833.0
2024-05-27,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-27,UDANG BASAH UK. SEDANG,70000.0
2024-05-28,BAWANG BOMBAY,45000.0
2024-05-28,BAWANG MERAH Lokal,54667.0
2024-05-28,BAWANG PUTIH HONAN,40000.0
2024-05-28,BERAS MEDIUM Matahari,15000.0
2024-05-28,BERAS MEDIUM Sendok,15000.0
2024-05-28,BERAS PREMIUM 118/AAA,14400.0
2024-05-28,BERAS PREMIUM RM,14400.0
2024-05-28,CABE MERAH Besar,60000.0
2024-05-28,CABE MERAH Keriting,60000.0
2024-05-28,CABE RAWIT Hijau,55000.0
2024-05-28,CABE RAWIT Merah,50000.0
2024-05-28,DAGING Daging Ayam Broiler (Bersih),30000.0
2024-05-28,DAGING Daging Sapi Paha Belakang,130000.0
2024-05-28,DAGING Daging Sapi Paha Depan,130000.0
2024-05-28,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-28,DAGING Daging Sapi Tetelan,83333.0
2024-05-28,GARAM BERYODIUM Halus,10000.0
2024-05-28,GULA PASIR CURAH Curah,17000.0
2024-05-28,GULA PASIR CURAH PSM,19000.0
2024-05-28,IKAN ASIN TERI,80000.0
2024-05-28,IKAN SEGAR Kembung,26667.0
2024-05-28,IKAN SEGAR Tongkol,24333.0
2024-05-28,JERUK LOKAL,23333.0
2024-05-28,KACANG KEDELAI Impor,15667.0
2024-05-28,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-28,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-28,KETELA POHON,3500.0
2024-05-28,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-28,MINYAK GORENG Fortune,17000.0
2024-05-28,MINYAK GORENG Minyak Kita,14000.0
2024-05-28,PISANG AMBON,10667.0
2024-05-28,SUSU BUBUK Dancow Vanila,54667.0
2024-05-28,SUSU BUBUK SGM Vanila,45000.0
2024-05-28,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-28,TAHU PUTIH,16000.0
2024-05-28,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-28,TELUR  Telur Ayam Kampung,91000.0
2024-05-28,TEMPE,11833.0
2024-05-28,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-28,UDANG BASAH UK. SEDANG,76667.0
2024-05-29,BAWANG BOMBAY,45000.0
2024-05-29,BAWANG MERAH Lokal,53000.0
2024-05-29,BAWANG PUTIH HONAN,40000.0
2024-05-29,BERAS MEDIUM Matahari,15000.0
2024-05-29,BERAS MEDIUM Sendok,15000.0
2024-05-29,BERAS PREMIUM 118/AAA,14400.0
2024-05-29,BERAS PREMIUM RM,14400.0
2024-05-29,CABE MERAH Besar,57333.0
2024-05-29,CABE MERAH Keriting,57333.0
2024-05-29,CABE RAWIT Hijau,55000.0
2024-05-29,CABE RAWIT Merah,47333.0
2024-05-29,DAGING Daging Ayam Broiler (Bersih),30000.0
2024-05-29,DAGING Daging Sapi Paha Belakang,133167.0
2024-05-29,DAGING Daging Sapi Paha Depan,133167.0
2024-05-29,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-29,DAGING Daging Sapi Tetelan,83333.0
2024-05-29,GARAM BERYODIUM Halus,10000.0
2024-05-29,GULA PASIR CURAH Curah,17000.0
2024-05-29,GULA PASIR CURAH PSM,19000.0
2024-05-29,IKAN ASIN TERI,80000.0
2024-05-29,IKAN SEGAR Kembung,26667.0
2024-05-29,IKAN SEGAR Tongkol,24333.0
2024-05-29,JERUK LOKAL,24333.0
2024-05-29,KACANG KEDELAI Impor,15167.0
2024-05-29,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-29,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-29,KETELA POHON,3500.0
2024-05-29,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-29,MINYAK GORENG Fortune,17000.0
2024-05-29,MINYAK GORENG Minyak Kita,14000.0
2024-05-29,PISANG AMBON,10667.0
2024-05-29,SUSU BUBUK Dancow Vanila,54667.0
2024-05-29,SUSU BUBUK SGM Vanila,45000.0
2024-05-29,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-29,TAHU PUTIH,16000.0
2024-05-29,TELUR  Telur Ayam Broiler/Ras,31467.0
2024-05-29,TELUR  Telur Ayam Kampung,91000.0
2024-05-29,TEMPE,11833.0
2024-05-29,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-29,UDANG BASAH UK. SEDANG,77500.0
2024-05-30,BAWANG BOMBAY,45000.0
2024-05-30,BAWANG MERAH Lokal,53333.0
2024-05-30,BAWANG PUTIH HONAN,40000.0
2024-05-30,BERAS MEDIUM Matahari,15000.0
2024-05-30,BERAS MEDIUM Sendok,15000.0
2024-05-30,BERAS PREMIUM 118/AAA,14400.0
2024-05-30,BERAS PREMIUM RM,14400.0
2024-05-30,CABE MERAH Besar,58667.0
2024-05-30,CABE MERAH Keriting,58667.0
2024-05-30,CABE RAWIT Hijau,53333.0
2024-05-30,CABE RAWIT Merah,48667.0
2024-05-30,DAGING Daging Ayam Broiler (Bersih),30000.0
2024-05-30,DAGING Daging Sapi Paha Belakang,131667.0
2024-05-30,DAGING Daging Sapi Paha Depan,131667.0
2024-05-30,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-30,DAGING Daging Sapi Tetelan,83333.0
2024-05-30,GARAM BERYODIUM Halus,10000.0
2024-05-30,GULA PASIR CURAH Curah,17000.0
2024-05-30,GULA PASIR CURAH PSM,19000.0
2024-05-30,IKAN ASIN TERI,80000.0
2024-05-30,IKAN SEGAR Kembung,30000.0
2024-05-30,IKAN SEGAR Tongkol,22667.0
2024-05-30,JERUK LOKAL,24333.0
2024-05-30,KACANG KEDELAI Impor,15167.0
2024-05-30,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-30,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-30,KETELA POHON,3500.0
2024-05-30,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-30,MINYAK GORENG Fortune,17000.0
2024-05-30,MINYAK GORENG Minyak Kita,14000.0
2024-05-30,PISANG AMBON,10000.0
2024-05-30,SUSU BUBUK Dancow Vanila,54667.0
2024-05-30,SUSU BUBUK SGM Vanila,45000.0
2024-05-30,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-30,TAHU PUTIH,16000.0
2024-05-30,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-05-30,TELUR  Telur Ayam Kampung,91000.0
2024-05-30,TEMPE,11833.0
2024-05-30,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-30,UDANG BASAH UK. SEDANG,75000.0
2024-05-31,BAWANG BOMBAY,45000.0
2024-05-31,BAWANG MERAH Lokal,53333.0
2024-05-31,BAWANG PUTIH HONAN,40000.0
2024-05-31,BERAS MEDIUM Matahari,15000.0
2024-05-31,BERAS MEDIUM Sendok,15000.0
2024-05-31,BERAS PREMIUM 118/AAA,14400.0
2024-05-31,BERAS PREMIUM RM,14400.0
2024-05-31,CABE MERAH Besar,61000.0
2024-05-31,CABE MERAH Keriting,61000.0
2024-05-31,CABE RAWIT Hijau,53333.0
2024-05-31,CABE RAWIT Merah,48000.0
2024-05-31,DAGING Daging Ayam Broiler (Bersih),28667.0
2024-05-31,DAGING Daging Sapi Paha Belakang,131667.0
2024-05-31,DAGING Daging Sapi Paha Depan,131667.0
2024-05-31,DAGING Daging Sapi Sandung Lamur,118333.0
2024-05-31,DAGING Daging Sapi Tetelan,83333.0
2024-05-31,GARAM BERYODIUM Halus,10000.0
2024-05-31,GULA PASIR CURAH Curah,17000.0
2024-05-31,GULA PASIR CURAH PSM,19000.0
2024-05-31,IKAN ASIN TERI,80000.0
2024-05-31,IKAN SEGAR Kembung,30000.0
2024-05-31,IKAN SEGAR Tongkol,21000.0
2024-05-31,JERUK LOKAL,24333.0
2024-05-31,KACANG KEDELAI Impor,15167.0
2024-05-31,KACANG-KACANGAN Kacang Hijau,23667.0
2024-05-31,KACANG-KACANGAN Kacang Tanah,28000.0
2024-05-31,KETELA POHON,3500.0
2024-05-31,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-05-31,MINYAK GORENG Fortune,17000.0
2024-05-31,MINYAK GORENG Minyak Kita,14000.0
2024-05-31,PISANG AMBON,10000.0
2024-05-31,SUSU BUBUK Dancow Vanila,54667.0
2024-05-31,SUSU BUBUK SGM Vanila,45000.0
2024-05-31,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-05-31,TAHU PUTIH,16000.0
2024-05-31,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-05-31,TELUR  Telur Ayam Kampung,91000.0
2024-05-31,TEMPE,11833.0
2024-05-31,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-05-31,UDANG BASAH UK. SEDANG,80000.0
2024-06-01,BAWANG BOMBAY,45000.0
2024-06-01,BAWANG MERAH Lokal,51666.333333333336
2024-06-01,BAWANG PUTIH HONAN,40000.0
2024-06-01,BERAS MEDIUM Matahari,14666.666666666666
2024-06-01,BERAS MEDIUM Sendok,14666.666666666666
2024-06-01,BERAS PREMIUM 118/AAA,14400.0
2024-06-01,BERAS PREMIUM RM,14400.0
2024-06-01,CABE MERAH Besar,60889.0
2024-06-01,CABE MERAH Keriting,60889.0
2024-06-01,CABE RAWIT Hijau,53222.0
2024-06-01,CABE RAWIT Merah,46889.0
2024-06-01,DAGING Daging Ayam Broiler (Bersih),28667.0
2024-06-01,DAGING Daging Sapi Paha Belakang,131667.0
2024-06-01,DAGING Daging Sapi Paha Depan,131667.0
2024-06-01,DAGING Daging Sapi Sandung Lamur,118333.0
2024-06-01,DAGING Daging Sapi Tetelan,83333.0
2024-06-01,GARAM BERYODIUM Halus,10000.0
2024-06-01,GULA PASIR CURAH Curah,17000.0
2024-06-01,GULA PASIR CURAH PSM,19000.0
2024-06-01,IKAN ASIN TERI,80000.0
2024-06-01,IKAN SEGAR Kembung,30000.0
2024-06-01,IKAN SEGAR Tongkol,21889.0
2024-06-01,JERUK LOKAL,24333.0
2024-06-01,KACANG KEDELAI Impor,15167.0
2024-06-01,KACANG-KACANGAN Kacang Hijau,23667.0
2024-06-01,KACANG-KACANGAN Kacang Tanah,28000.0
